"MMM",85.73,"6/11/2007","09:30.30",-0.21,85.94,85.75,85.73,159569
"GM",31.49,"6/11/2007","09:30.31",0.49,31.00,31.50,31.49,223779
"HD",37.63,"6/11/2007","09:30.31",-0.32,37.78,37.63,37.62,125653
"MRK",49.71,"6/11/2007","09:30.33",-0.43,50.30,49.71,49.66,1272359
"VZ",42.80,"6/11/2007","09:30.33",-0.27,42.95,42.80,42.78,130486
"MCD",50.84,"6/11/2007","09:30.34",-0.57,51.47,50.84,50.80,101092
"GE",37.14,"6/11/2007","09:30.35",-0.18,37.07,37.14,37.12,226299
"JPM",50.26,"6/11/2007","09:30.35",-0.15,50.41,50.26,50.25,201735
"UTX",69.72,"6/11/2007","09:30.35",-0.51,69.85,69.72,69.71,102577
"HPQ",45.62,"6/11/2007","09:30.36",-0.08,45.80,45.62,45.59,139309
"MSFT",29.96,"6/11/2007","09:30.36",-0.09,30.05,29.96,29.95,4932859
"AXP",62.41,"6/11/2007","09:30.37",-0.63,62.79,62.41,62.38,844694
"DD",50.62,"6/11/2007","09:30.37",-0.51,51.13,50.62,50.60,18707
"MRK",49.72,"6/11/2007","09:30.39",-0.42,50.30,49.72,49.66,1275679
"PG",62.64,"6/11/2007","09:30.42",-0.43,62.80,62.64,62.61,105288
"CAT",78.03,"6/11/2007","09:30.43",-0.49,78.32,78.03,77.99,175984
"MO",70.27,"6/11/2007","09:30.43",-0.03,70.25,70.30,70.27,375571
"AA",39.34,"6/11/2007","09:30.44",-0.32,39.67,39.34,39.31,88579
"MCD",50.85,"6/11/2007","09:30.44",-0.56,51.47,50.85,50.80,103649
"JNJ",62.11,"6/11/2007","09:30.45",-0.02,62.89,62.11,62.08,266914
"AIG",71.28,"6/11/2007","09:30.46",-0.25,71.29,71.28,71.26,89001
"HON",57.04,"6/11/2007","09:30.46",-0.34,57.25,57.04,57.02,114759
"MRK",49.73,"6/11/2007","09:30.46",-0.41,50.30,49.73,49.66,1279553
"DIS",34.07,"6/11/2007","09:30.47",-0.13,34.28,34.07,34.04,118557
"T",39.90,"6/11/2007","09:30.47",-0.36,40.20,39.90,39.87,537322
"IBM",102.79,"6/11/2007","09:30.51",-0.28,102.87,102.79,102.77,87125
"MMM",85.72,"6/11/2007","09:30.51",-0.22,85.94,85.75,85.72,161998
"HPQ",45.63,"6/11/2007","09:30.52",-0.07,45.80,45.63,45.59,147403
"MRK",49.74,"6/11/2007","09:30.52",-0.40,50.30,49.74,49.66,1282873
"MCD",50.86,"6/11/2007","09:30.54",-0.55,51.47,50.86,50.80,106205
"VZ",42.81,"6/11/2007","09:30.54",-0.26,42.95,42.81,42.78,137605
"XOM",82.61,"6/11/2007","09:30.54",-0.07,82.68,82.64,82.61,195217
"CAT",78.04,"6/11/2007","09:30.55",-0.48,78.32,78.04,77.99,177855
"AXP",62.42,"6/11/2007","09:30.56",-0.62,62.79,62.42,62.38,850006
"MRK",49.75,"6/11/2007","09:30.59",-0.39,50.30,49.75,49.66,1286746
"PG",62.65,"6/11/2007","09:30.59",-0.42,62.80,62.65,62.61,115219
"C",53.01,"6/11/2007","09:31.01",-0.32,53.20,53.01,52.99,129673
"DD",50.63,"6/11/2007","09:31.01",-0.50,51.13,50.63,50.60,24517
"INTC",21.83,"6/11/2007","09:31.01",0.00,21.70,21.83,21.82,1911365
"MO",70.26,"6/11/2007","09:31.01",-0.04,70.25,70.30,70.26,381001
"PFE",26.33,"6/11/2007","09:31.01",-0.19,26.50,26.33,26.31,503834
"WMT",49.85,"6/11/2007","09:31.01",-0.23,49.90,49.87,49.85,493685
"JNJ",62.12,"6/11/2007","09:31.02",-0.01,62.89,62.12,62.08,272020
"MCD",50.87,"6/11/2007","09:31.03",-0.54,51.47,50.87,50.80,108506
"MRK",49.76,"6/11/2007","09:31.05",-0.38,50.30,49.76,49.66,1290066
"AA",39.35,"6/11/2007","09:31.06",-0.31,39.67,39.35,39.31,95069
"DIS",34.08,"6/11/2007","09:31.06",-0.12,34.28,34.08,34.04,123997
"T",39.91,"6/11/2007","09:31.06",-0.35,40.20,39.91,39.87,548893
"CAT",78.05,"6/11/2007","09:31.07",-0.47,78.32,78.05,77.99,179726
"GE",37.15,"6/11/2007","09:31.09",-0.17,37.07,37.15,37.12,275259
"HPQ",45.64,"6/11/2007","09:31.09",-0.06,45.80,45.64,45.59,156002
"JPM",50.27,"6/11/2007","09:31.09",-0.14,50.41,50.27,50.25,217361
"UTX",69.73,"6/11/2007","09:31.09",-0.50,69.85,69.73,69.71,107946
"MMM",85.71,"6/11/2007","09:31.11",-0.23,85.94,85.75,85.71,164312
"MRK",49.77,"6/11/2007","09:31.12",-0.37,50.30,49.77,49.66,1293939
"MCD",50.88,"6/11/2007","09:31.13",-0.53,51.47,50.88,50.80,111063
"AXP",62.43,"6/11/2007","09:31.14",-0.61,62.79,62.43,62.38,855039
"AIG",71.29,"6/11/2007","09:31.16",-0.24,71.29,71.29,71.26,99176
"HON",57.05,"6/11/2007","09:31.16",-0.33,57.25,57.05,57.02,116689
"KO",51.64,"6/11/2007","09:31.16",-0.03,51.67,51.64,51.63,3959559
"PG",62.66,"6/11/2007","09:31.16",-0.41,62.80,62.66,62.61,125149
"VZ",42.82,"6/11/2007","09:31.16",-0.25,42.95,42.82,42.78,145063
"MO",70.25,"6/11/2007","09:31.18",-0.05,70.25,70.30,70.25,386129
"MRK",49.78,"6/11/2007","09:31.18",-0.36,50.30,49.78,49.66,1297259
"CAT",78.06,"6/11/2007","09:31.19",-0.46,78.32,78.06,77.99,181596
"JNJ",62.13,"6/11/2007","09:31.20",0.00,62.89,62.13,62.08,277426
"XOM",82.60,"6/11/2007","09:31.21",-0.08,82.68,82.64,82.60,220451
"MCD",50.89,"6/11/2007","09:31.23",-0.52,51.47,50.89,50.80,113620
"IBM",102.80,"6/11/2007","09:31.24",-0.27,102.87,102.80,102.77,95683
"DD",50.64,"6/11/2007","09:31.25",-0.49,51.13,50.64,50.60,30327
"DIS",34.09,"6/11/2007","09:31.25",-0.11,34.28,34.09,34.04,129438
"MRK",49.79,"6/11/2007","09:31.25",-0.35,50.30,49.79,49.66,1301133
"T",39.92,"6/11/2007","09:31.25",-0.34,40.20,39.92,39.87,560464
"HPQ",45.65,"6/11/2007","09:31.26",-0.05,45.80,45.65,45.59,164601
"MSFT",29.97,"6/11/2007","09:31.26",-0.08,30.05,29.97,29.95,5031669
"AA",39.36,"6/11/2007","09:31.28",-0.30,39.67,39.36,39.31,101559
"CAT",78.07,"6/11/2007","09:31.31",-0.45,78.32,78.07,77.99,183467
"GM",31.48,"6/11/2007","09:31.31",0.48,31.00,31.50,31.48,313442
"HD",37.64,"6/11/2007","09:31.31",-0.31,37.78,37.64,37.62,146333
"MMM",85.70,"6/11/2007","09:31.31",-0.24,85.94,85.75,85.70,166625
"MRK",49.80,"6/11/2007","09:31.31",-0.34,50.30,49.80,49.66,1304453
"MCD",50.90,"6/11/2007","09:31.32",-0.51,51.47,50.90,50.80,115921
"PG",62.67,"6/11/2007","09:31.32",-0.40,62.80,62.67,62.61,134496
"AXP",62.44,"6/11/2007","09:31.33",-0.60,62.79,62.44,62.38,860351
"MO",70.24,"6/11/2007","09:31.35",-0.06,70.25,70.30,70.24,391258
"VZ",42.83,"6/11/2007","09:31.37",-0.24,42.95,42.83,42.78,152182
"JNJ",62.14,"6/11/2007","09:31.38",0.01,62.89,62.14,62.08,282832
"MRK",49.81,"6/11/2007","09:31.38",-0.33,50.30,49.81,49.66,1308326
"C",53.02,"6/11/2007","09:31.41",-0.31,53.20,53.02,52.99,160606
"PFE",26.34,"6/11/2007","09:31.41",-0.18,26.50,26.34,26.31,548217
"WMT",49.84,"6/11/2007","09:31.41",-0.24,49.90,49.87,49.84,518102
"HPQ",45.66,"6/11/2007","09:31.42",-0.04,45.80,45.66,45.59,172694
"MCD",50.91,"6/11/2007","09:31.42",-0.50,51.47,50.91,50.80,118477
"CAT",78.08,"6/11/2007","09:31.43",-0.44,78.32,78.08,77.99,185337
"GE",37.16,"6/11/2007","09:31.43",-0.16,37.07,37.16,37.12,324219
"JPM",50.28,"6/11/2007","09:31.43",-0.13,50.41,50.28,50.25,232987
"UTX",69.74,"6/11/2007","09:31.43",-0.49,69.85,69.74,69.71,113315
"DIS",34.10,"6/11/2007","09:31.44",-0.10,34.28,34.10,34.04,134878
"MRK",49.82,"6/11/2007","09:31.44",-0.32,50.30,49.82,49.66,1311646
"T",39.93,"6/11/2007","09:31.44",-0.33,40.20,39.93,39.87,572035
"AIG",71.30,"6/11/2007","09:31.46",-0.23,71.29,71.30,71.26,109351
"HON",57.06,"6/11/2007","09:31.46",-0.32,57.25,57.06,57.02,118619
"XOM",82.59,"6/11/2007","09:31.47",-0.09,82.68,82.64,82.59,244750
"DD",50.65,"6/11/2007","09:31.49",-0.48,51.13,50.65,50.60,36137
"PG",62.68,"6/11/2007","09:31.49",-0.39,62.80,62.68,62.61,144426
"AA",39.37,"6/11/2007","09:31.50",-0.29,39.67,39.37,39.31,108049
"AXP",62.45,"6/11/2007","09:31.51",-0.59,62.79,62.45,62.38,865383
"MMM",85.69,"6/11/2007","09:31.51",-0.25,85.94,85.75,85.69,168938
"MRK",49.83,"6/11/2007","09:31.51",-0.31,50.30,49.83,49.66,1315519
"MCD",50.92,"6/11/2007","09:31.52",-0.49,51.47,50.92,50.80,121034
"MO",70.23,"6/11/2007","09:31.52",-0.07,70.25,70.30,70.23,396386
"CAT",78.09,"6/11/2007","09:31.55",-0.43,78.32,78.09,77.99,187208
"JNJ",62.15,"6/11/2007","09:31.55",0.02,62.89,62.15,62.08,287938
"IBM",102.81,"6/11/2007","09:31.57",-0.26,102.87,102.81,102.77,104241
"MRK",49.84,"6/11/2007","09:31.57",-0.30,50.30,49.84,49.66,1318839
"VZ",42.84,"6/11/2007","09:31.58",-0.23,42.95,42.84,42.78,159301
"HPQ",45.67,"6/11/2007","09:31.59",-0.03,45.80,45.67,45.59,181294
"MCD",50.93,"6/11/2007","09:32.01",-0.48,51.47,50.93,50.80,123335
"DIS",34.11,"6/11/2007","09:32.02",-0.09,34.28,34.11,34.04,140032
"T",39.94,"6/11/2007","09:32.02",-0.32,40.20,39.94,39.87,582997
"MRK",49.85,"6/11/2007","09:32.04",-0.29,50.30,49.85,49.66,1322713
"PG",62.69,"6/11/2007","09:32.06",-0.38,62.80,62.69,62.61,154357
"CAT",78.10,"6/11/2007","09:32.07",-0.42,78.32,78.10,77.99,189079
"MO",70.22,"6/11/2007","09:32.09",-0.08,70.25,70.30,70.22,401514
"AXP",62.46,"6/11/2007","09:32.10",-0.58,62.79,62.46,62.38,870695
"MRK",49.86,"6/11/2007","09:32.10",-0.28,50.30,49.86,49.66,1326033
"AA",39.38,"6/11/2007","09:32.11",-0.28,39.67,39.38,39.31,114244
"MCD",50.94,"6/11/2007","09:32.11",-0.47,51.47,50.94,50.80,125892
"MMM",85.68,"6/11/2007","09:32.11",-0.26,85.94,85.75,85.68,171252
"DD",50.66,"6/11/2007","09:32.13",-0.47,51.13,50.66,50.60,41947
"JNJ",62.16,"6/11/2007","09:32.13",0.03,62.89,62.16,62.08,293344
"XOM",82.58,"6/11/2007","09:32.14",-0.10,82.68,82.64,82.58,269984
"AIG",71.31,"6/11/2007","09:32.16",-0.22,71.29,71.31,71.26,119526
"HON",57.07,"6/11/2007","09:32.16",-0.31,57.25,57.07,57.02,120549
"HPQ",45.68,"6/11/2007","09:32.16",-0.02,45.80,45.68,45.59,189893
"MSFT",29.98,"6/11/2007","09:32.16",-0.07,30.05,29.98,29.95,5130479
"MRK",49.87,"6/11/2007","09:32.17",-0.27,50.30,49.87,49.66,1329906
"GE",37.17,"6/11/2007","09:32.18",-0.15,37.07,37.17,37.12,374619
"JPM",50.29,"6/11/2007","09:32.18",-0.12,50.41,50.29,50.25,249072
"UTX",69.75,"6/11/2007","09:32.18",-0.48,69.85,69.75,69.71,118842
"CAT",78.11,"6/11/2007","09:32.19",-0.41,78.32,78.11,77.99,190949
"VZ",42.85,"6/11/2007","09:32.20",-0.22,42.95,42.85,42.78,166759
"C",53.03,"6/11/2007","09:32.21",-0.30,53.20,53.03,52.99,191539
"DIS",34.12,"6/11/2007","09:32.21",-0.08,34.28,34.12,34.04,145472
"MCD",50.95,"6/11/2007","09:32.21",-0.46,51.47,50.95,50.80,128448
"PFE",26.35,"6/11/2007","09:32.21",-0.17,26.50,26.35,26.31,592601
"T",39.95,"6/11/2007","09:32.21",-0.31,40.20,39.95,39.87,594568
"WMT",49.83,"6/11/2007","09:32.21",-0.25,49.90,49.87,49.83,542518
"PG",62.70,"6/11/2007","09:32.22",-0.37,62.80,62.70,62.61,163703
"MRK",49.88,"6/11/2007","09:32.23",-0.26,50.30,49.88,49.66,1333226
"MO",70.21,"6/11/2007","09:32.26",-0.09,70.25,70.30,70.21,406643
"AXP",62.47,"6/11/2007","09:32.28",-0.57,62.79,62.47,62.38,875728
"MRK",49.89,"6/11/2007","09:32.30",-0.25,50.30,49.89,49.66,1337099
"CAT",78.12,"6/11/2007","09:32.31",-0.40,78.32,78.12,77.99,192820
"GM",31.47,"6/11/2007","09:32.31",0.47,31.00,31.50,31.47,403104
"HD",37.65,"6/11/2007","09:32.31",-0.30,37.78,37.65,37.62,167013
"IBM",102.82,"6/11/2007","09:32.31",-0.25,102.87,102.82,102.77,113059
"JNJ",62.17,"6/11/2007","09:32.31",0.04,62.89,62.17,62.08,298750
"MCD",50.96,"6/11/2007","09:32.31",-0.45,51.47,50.96,50.80,131005
"MMM",85.67,"6/11/2007","09:32.31",-0.27,85.94,85.75,85.67,173565
"HPQ",45.69,"6/11/2007","09:32.32",-0.01,45.80,45.69,45.59,197986
"AA",39.39,"6/11/2007","09:32.33",-0.27,39.67,39.39,39.31,120734
"MRK",49.90,"6/11/2007","09:32.36",-0.24,50.30,49.90,49.66,1340419
"DD",50.67,"6/11/2007","09:32.37",-0.46,51.13,50.67,50.60,47757
"PG",62.71,"6/11/2007","09:32.39",-0.36,62.80,62.71,62.61,173634
"DIS",34.13,"6/11/2007","09:32.40",-0.07,34.28,34.13,34.04,150913
"MCD",50.97,"6/11/2007","09:32.40",-0.44,51.47,50.97,50.80,133306
"T",39.96,"6/11/2007","09:32.40",-0.30,40.20,39.96,39.87,606139
"VZ",42.86,"6/11/2007","09:32.41",-0.21,42.95,42.86,42.78,173878
"XOM",82.57,"6/11/2007","09:32.41",-0.11,82.68,82.64,82.57,295217
